Date,Value
26/08/2013,5135
2/09/2013,5145
9/09/2013,5219.600098
16/09/2013,5276.700195
23/09/2013,5307.100098
30/09/2013,5208
7/10/2013,5230.899902
14/10/2013,5321.5
21/10/2013,5386.299805
28/10/2013,5411.100098
4/11/2013,5400.700195
11/11/2013,5401.700195
18/11/2013,5335.899902
25/11/2013,5320.100098
2/12/2013,5186
9/12/2013,5098.399902
16/12/2013,5265.200195
23/12/2013,5324.100098
30/12/2013,5350.100098
6/01/2014,5312.399902
13/01/2014,5305.899902
20/01/2014,5240.899902
27/01/2014,5190
3/02/2014,5166.5
10/02/2014,5356.299805
17/02/2014,5438.700195
